,plc,horse,jockey,trainer,draw,gear,lbw,runningpos,time,comment,date,distance,going,raceno,venue,course,result,horse_ch,jockey_ch,trainer_ch,result_ch,comment_ch,going_ch,venue_ch,course_ch
88,4,ADMIRABLE(V314),Z Purton,D J Hall,05,,2-1/4L,1 2 4,0.47.13,Showed good early speed; under a hold late.,2017-02-21,1000,GOOD,3,SHA TIN,TURF,,誰不羨 (V314),潘頓,賀賢,,"速度甚佳, 拉士按返",好地,沙田,草地
89,7,ADMIRAL LORD(P093),N Callan,A Schutz,06,,3L,8 8 7,0.59.71,Limited response when asked late.,2015-11-10,1000,GOOD,2,SHA TIN,TURF,Failed,穿雲箭 (P093),郭能,孫達志,不及格,末段稍騎，未見加速,好地,沙田,草地
90,7,ADONIS(A324),N Callan,L Ho,04,H,9L,7 7 7,1.00.87,Slow to begin and brushed the gate; failed to respond.,2017-05-19,1200,GOOD,7,HAPPY VALLEY,TURF,Failed,明月昇輝 (A324),郭能,何良,不及格,挨閘最慢，走勢欠勁,好地,跑馬地,草地
91,7,ADONIS(A324),N Callan,L Ho,04,H,6-3/4L,7 7 7,1.13.80,Lost position on jumping; caught in traffic at 200m; raced greenly.,2017-06-10,1200,GOOD,3,HAPPY VALLEY,TURF,Failed,明月昇輝 (A324),郭能,何良,不及格,躍出失位，二百受困，走勢仍嫩,好地,跑馬地,草地
92,1,ADVENTURER(V066),H N Wong,Y S Tsui,02,H,,1 1 1,0.46.46,Led all the way to score; moved better than before.,2016-05-03,800,GOOD,6,SHA TIN,TURF,,歷險家 (V066),黃皓楠,徐雨石,,"速高帶到, 再進一步",好地,沙田,草地
93,2,ADVENTURER(V066),H N Wong,Y S Tsui,02,B/H,SH,1 1 2,1.10.02,Led along the rail; just caught.,2017-06-02,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,歷險家 (V066),黃皓楠,徐雨石,,搶欄快放，臨門被過,好地,沙田,全天候賽道
94,5,ADVENTURER(V066),H N Wong,Y S Tsui,08,H/B,1-1/2L,1 1 5,0.59.01,Led early; kept on one-paced.,2017-03-07,1000,GOOD,1,SHA TIN,TURF,,歷險家 (V066),黃皓楠,徐雨石,,沿途帶放，保持同速,好地,沙田,草地
95,2,ADVENTURER(V066),H N Wong,Y S Tsui,09,H,1/2L,1 2 2,0.46.62,Ran on for 2nd in a less competitive field.,2016-03-01,800,GOOD,6,SHA TIN,TURF,,歷險家 (V066),黃皓楠,徐雨石,,拍住第二，對手太弱,好地,沙田,草地
96,6,ADVENTURER(V066),H N Wong,Y S Tsui,10,H,3-3/4L,3 3 6,0.46.19,On-pace early; ran on ok under a hold.,2016-06-14,1000,GOOD,5,SHA TIN,TURF,,歷險家 (V066),黃皓楠,徐雨石,,跟放，末段按住順走,好地,沙田,草地
97,6,ADVENTURER(V066),H N Wong,Y S Tsui,10,H/B,4-1/2L,2 3 6,0.57.88,On pace early; kept on one-paced late.,2017-04-25,1000,GOOD,1,SHA TIN,TURF,,歷險家 (V066),黃皓楠,徐雨石,,早段唔慢，拉士保持同速,好地,沙田,草地
98,13,ADVENTURER(V066),H N Wong,Y S Tsui,11,H,9-1/2L,2 8 13,0.46.85,Flattened halfway; dropped back to rear.,2016-08-23,800,GOOD,1,SHA TIN,TURF,,歷險家 (V066),黃皓楠,徐雨石,,半程洩氣，墮退而回,好地,沙田,草地
99,1,ADVENTURER(V066),J Moreira,Y S Tsui,11,H,,1 2 1,0.46.85,Always in touch; won with plenty in hand.,2016-12-13,200,GOOD,7,SHA TIN,TURF,,歷險家 (V066),莫雷拉,徐雨石,,有前有後，大把在手,好地,沙田,草地
100,7,ADVENTURER(V066),K K Chiong,Y S Tsui,07,H,17L,4 6 7,1.04.82,Wide throughout; under a hold in the Straight.,2016-11-22,800,WET,11,SHA TIN,TURF,,歷險家 (V066),蔣嘉琦,徐雨石,,"全程外疊, 直路拖住",濕地,沙田,草地
101,1,ADVENTURER(V066),P T Lee,Y S Tsui,06,H,,1 1 1,0.47.00,Led all the way to score; ran on well after a break.,2017-04-11,200,GOOD,7,SHA TIN,TURF,,歷險家 (V066),李栢霆,徐雨石,,高速帶到，小休見好,好地,沙田,草地
102,7,ADVENTURER(V066),Y T Cheng,Y S Tsui,01,,6L,1 1 7,1.02.17,Urged to lead early; weakened badly in the straight.,2016-01-19,1200,GOOD,10,SHA TIN,TURF,,歷險家 (V066),鄭雨滇,徐雨石,,"搶放兩段, 直路散晒",好地,沙田,草地
103,1,ADVENTURER(V066),Y T Cheng,Y S Tsui,05,B,,1 1 1,0.45.87,Jumped away well; led all the way to score.,2015-10-09,800,GOOD,8,SHA TIN,TURF,Passed,歷險家 (V066),鄭雨滇,徐雨石,及格,起步敏捷，一放而回,好地,沙田,草地
104,11,ADVENTURER(V066),Y T Cheng,Y S Tsui,08,H,14L,4 11 11,0.49.07,Flattened halfway; weakened badly.,2015-09-22,200,GOOD,6,SHA TIN,TURF,Failed,歷險家 (V066),鄭雨滇,徐雨石,不及格,"半程洩氣, 急劇堕退",好地,沙田,草地
105,2,AEROLUMINANCE(V213),K C Leung,P O'Sullivan,02,B,3/4L,1 2 2,1.12.08,Always in touch; hit the line strongly for 2nd.,2016-09-10,300,WET,2,SHA TIN,ALL WEATHER TRACK,,友瑩采 (V213),梁家俊,蘇保羅,,有前有後，力度增強,濕地,沙田,全天候賽道
106,8,AEROLUMINANCE(V213),K C Leung,P O'Sullivan,07,,4-1/4L,9 10 8,1.11.87,Laying in and ran on ordinary in the Straight.,2016-12-23,300,GOOD,2,SHA TIN,ALL WEATHER TRACK,Passed,友瑩采 (V213),梁家俊,蘇保羅,及格,直路內閃，表現一般,好地,沙田,全天候賽道
107,4,AEROLUMINANCE(V213),K Teetan,P O'Sullivan,02,,5-1/2L,6 5 4,1.00.62,Ran on fairly well when asked late.,2016-02-13,200,GOOD,8,HAPPY VALLEY,TURF,,友瑩采 (V213),田泰安,蘇保羅,,"末段稍騎, 追勢不俗",好地,跑馬地,草地
108,4,AEROLUMINANCE(V213),N Callan,P O'Sullivan,01,B,18-3/4L,5 4 4,1.14.08,Responded fairly when asked in the Straight.,2016-11-22,200,WET,9,SHA TIN,TURF,,友瑩采 (V213),郭能,蘇保羅,,"直路有騎, 反應尚可",濕地,沙田,草地
109,9,AEROLUMINANCE(V213),N Callan,P O'Sullivan,05,,5L,6 7 9,1.15.02,Wide at turn; not quickened when under whip in the straight.,2016-04-02,300,GOOD,4,HAPPY VALLEY,TURF,,友瑩采 (V213),郭能,蘇保羅,,蝕位轉彎，直路鞭騎，未見加速,好地,跑馬地,草地
110,6,AEROLUMINANCE(V213),N Callan,P O'Sullivan,05,B,5-1/4L,7 6 6,1.12.50,Settled midfield; just to pass the trial.,2016-11-08,1000,GOOD,12,SHA TIN,TURF,Passed,友瑩采 (V213),郭能,蘇保羅,及格,"居中跟跑, 旨在考閘",好地,沙田,草地
111,8,AEROLUMINANCE(V213),S de Sousa,P O'Sullivan,06,B,12-3/4L,1 2 8,1.11.85,Led in fast pace; weakened badly in the Straight.,2016-10-25,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,Failed,友瑩采 (V213),蘇兆輝,蘇保羅,不及格,"放得太急, 直路散晒",好地,沙田,全天候賽道
112,3,AEROLUMINANCE(V213),Z Purton,P O'Sullivan,03,,2-1/4L,2 2 3,1.01.01,Ran on comfortably for 3rd.,2016-03-05,1000,GOOD,7,HAPPY VALLEY,TURF,,友瑩采 (V213),潘頓,蘇保羅,,從容第三，表現純熟,好地,跑馬地,草地
113,3,AEROLUMINANCE(V213),Z Purton,P O'Sullivan,07,,3-3/4L,3 3 3,0.47.91,Ran on ok; kept on one-paced for 3rd.,2016-01-19,800,GOOD,6,SHA TIN,TURF,Passed,友瑩采 (V213),潘頓,蘇保羅,及格,"均速第三, 腳法純熟",好地,沙田,草地
114,3,AEROLUMINANCE(V213),Z Purton,P O'Sullivan,07,B,1L,2 3 3,0.58.42,Fought on gamely late to run 3rd.,2016-05-03,1000,GOOD,4,SHA TIN,TURF,Passed,友瑩采 (V213),潘頓,蘇保羅,及格,拉士考驗，奮力上前,好地,沙田,草地
115,5,AEROLUMINANCE(V213),Z Purton,P O'Sullivan,08,,2-1/2L,8 8 5,1.11.58,Caught in traffic in the Straight; not properly tested.,2017-03-14,200,GOOD,4,SHA TIN,TURF,,友瑩采 (V213),潘頓,蘇保羅,,直路受困，未盡發揮,好地,沙田,草地
116,7,AEROLUMINANCE(V213),Z Purton,P O'Sullivan,09,B,8-3/4L,10 10 7,1.11.37,Under a hold throughout; made progress comfortably.,2017-05-12,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,友瑩采 (V213),潘頓,蘇保羅,,"全程扣實, 輕鬆追趕",好地,沙田,全天候賽道
117,6,AEROSPEED(T351),K C Leung,P O'Sullivan,02,,3-3/4L,2 3 6,1.11.74,On-pace early; under a hold late.,2015-11-03,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,友瑩勢 (T351),梁家俊,蘇保羅,,早段唔慢，直路按返,好地,沙田,全天候賽道
118,6,AEROSPEED(T351),K C Leung,P O'Sullivan,04,,3/4L,5 5 6,1.13.72,Under restraint early; ran on strong.,2015-10-17,1200,GOOD,3,HAPPY VALLEY,TURF,,友瑩勢 (T351),梁家俊,蘇保羅,,早段撐實，走勢洶湧,好地,跑馬地,草地
119,4,AEROSPEED(T351),K Teetan,P O'Sullivan,02,,7-3/4L,4 4 4,1.14.49,Shifted out in the straight; under a hold and not fully tested.,2016-02-02,1000,WET,10,SHA TIN,TURF,Required to OVE,友瑩勢 (T351),田泰安,蘇保羅,需獸檢合格,"直路移出, 扣實未試",濕地,沙田,草地
120,8,AEROSPEED(T351),K Teetan,P O'Sullivan,04,,15L,6 7 8,1.04.18,Under a hold in the straight; not fully tested.,2016-04-26,1050,WET,9,SHA TIN,TURF,,友瑩勢 (T351),田泰安,蘇保羅,,"直路無騎過, 按實跟返",濕地,沙田,草地
121,3,AEROSPEED(T351),N Callan,P O'Sullivan,05,,4L,5 5 3,1.03.18,Strongly built; ran on for 3rd under a hold.,2015-09-15,200,GOOD,4,SHA TIN,ALL WEATHER TRACK,,友瑩勢 (T351),郭能,蘇保羅,,"有型有款, 拉實第三",好地,沙田,全天候賽道
122,3,AEROSPEED(T351),U Rispoli,P O'Sullivan,04,,1-1/2L,6 3 3,1.10.66,Caught the eye when ran 3rd under a hold.,2016-11-08,400,GOOD,11,SHA TIN,TURF,,友瑩勢 (T351),李寶利,蘇保羅,,"按住第三, 表現吸引",好地,沙田,草地
123,5,AEROSPEED(T351),Z Purton,P O'Sullivan,04,,7-1/2L,3 3 5,1.02.53,Flattened in straight; weakened late.,2015-07-03,1050,GOOD,3,SHA TIN,ALL WEATHER TRACK,Passed,友瑩勢 (T351),潘頓,蘇保羅,及格,"直路勁平, 墮退而回",好地,沙田,全天候賽道
124,6,AEROSPEED(T351),Z Purton,P O'Sullivan,08,B/H,6L,8 9 6,1.11.63,Jumped away ok; under a hold in the Straight.,2016-09-06,300,WET,2,SHA TIN,ALL WEATHER TRACK,Passed,友瑩勢 (T351),潘頓,蘇保羅,及格,"起步順利, 直路按返",濕地,沙田,全天候賽道
125,1,AEROSPEED(T351),Z Purton,P O'Sullivan,08,B,,5 6 1,1.10.26,Hit the line strongly to score; won with something in hand.,2017-03-07,300,GOOD,11,SHA TIN,TURF,,友瑩勢 (T351),潘頓,蘇保羅,,"望空撲上, 有餘未盡",好地,沙田,草地
126,8,AEROVELOCITY(P069),,P O'Sullivan,08,,,Withdrawn,,,2017-04-07,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,友瑩格 (P069),,蘇保羅,,,好地,沙田,全天候賽道
127,9,AEROVELOCITY(P069),,P O'Sullivan,09,,,Withdrawn,,,2016-09-20,400,WET,6,SHA TIN,TURF,,友瑩格 (P069),,蘇保羅,,,濕地,沙田,草地
128,2,AEROVELOCITY(P069),Z Purton,P O'Sullivan,01,V,3-1/4L,2 2 2,1.10.14,Jumped away well; ran on comfortably for 2nd under a hold.,2017-03-17,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,友瑩格 (P069),潘頓,蘇保羅,,出閘最快，按住第二，表現從容,好地,沙田,全天候賽道
129,1,AEROVELOCITY(P069),Z Purton,P O'Sullivan,03,V,,2 2 1,1.10.46,Under restraint early; hit the line strong to score.,2016-01-19,800,GOOD,7,SHA TIN,TURF,,友瑩格 (P069),潘頓,蘇保羅,,"早段稍留, 一騎即湧上",好地,沙田,草地
130,1,AEROVELOCITY(P069),Z Purton,P O'Sullivan,03,V,,1 1 1,1.10.71,First to jump; led all the way and won comfortably.,2016-10-11,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,友瑩格 (P069),潘頓,蘇保羅,,應聲彈出，姿態輕鬆,好地,沙田,全天候賽道
131,1,AEROVELOCITY(P069),Z Purton,P O'Sullivan,03,V,,1 1 1,1.10.16,Always in touch; kept on well to score.,2017-04-11,1000,GOOD,10,SHA TIN,TURF,,友瑩格 (P069),潘頓,蘇保羅,,"且戰且走, 貫注到底",好地,沙田,草地
132,2,AEROVELOCITY(P069),Z Purton,P O'Sullivan,03,V,1/2L,3 5 2,1.10.37,Made progress saving ground; ran on only fairly.,2017-04-28,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,友瑩格 (P069),潘頓,蘇保羅,,慳位追上，不過不失,好地,沙田,全天候賽道
133,1,AEROVELOCITY(P069),Z Purton,P O'Sullivan,04,V,,1 1 1,1.08.94,Jumped away well; drew away to score.,2015-10-13,1200,GOOD,2,SHA TIN,TURF,,友瑩格 (P069),潘頓,蘇保羅,,"起步敏捷, 輕勝對手",好地,沙田,草地
134,1,AEROVELOCITY(P069),Z Purton,P O'Sullivan,05,V,,4 3 1,1.09.97,Hit the front at 200m; won with plenty in hand.,2016-03-08,200,GOOD,3,SHA TIN,TURF,,友瑩格 (P069),潘頓,蘇保羅,,"二百透出, 大把在手",好地,沙田,草地
135,1,AEROVELOCITY(P069),Z Purton,P O'Sullivan,05,V,,1 1 1,1.10.25,Jumped away well; led all the way to score.,2016-11-08,300,GOOD,10,SHA TIN,TURF,,友瑩格 (P069),潘頓,蘇保羅,,"起步敏捷, 愈放愈順",好地,沙田,草地
136,1,AEROVELOCITY(P069),Z Purton,P O'Sullivan,05,V,,2 2 1,1.10.83,Always in touch; won with plenty in hand.,2017-01-17,1000,GOOD,7,SHA TIN,TURF,,友瑩格 (P069),潘頓,蘇保羅,,前後俱備，大把在手,好地,沙田,草地
137,1,AEROVELOCITY(P069),Z Purton,P O'Sullivan,06,V,,2 2 1,1.01.53,Won easily under a hold; plenty in hand.,2015-09-22,400,WET,13,SHA TIN,TURF,,友瑩格 (P069),潘頓,蘇保羅,,"大把在手, 收韁贏馬",濕地,沙田,草地
138,1,AEROVELOCITY(P069),Z Purton,P O'Sullivan,06,V,,2 2 1,1.01.06,Always in touch; won well under a hold.,2015-12-29,1200,GOOD,5,SHA TIN,ALL WEATHER TRACK,Passed,友瑩格 (P069),潘頓,蘇保羅,及格,有前有後，按韁取勝,好地,沙田,全天候賽道
139,1,AEROVELOCITY(P069),Z Purton,P O'Sullivan,06,V,,3 4 1,1.09.77,First to jump; then eased back; hit the line strongly to score.,2016-04-19,1200,GOOD,2,SHA TIN,ALL WEATHER TRACK,,友瑩格 (P069),潘頓,蘇保羅,,"出閘最快, 迅即稍留, 末段再衝",好地,沙田,全天候賽道
140,1,AEROVELOCITY(P069),Z Purton,P O'Sullivan,06,V,,1 1 1,1.02.07,First to jump; led all the way to score.,2016-09-23,1050,GOOD,5,SHA TIN,ALL WEATHER TRACK,,友瑩格 (P069),潘頓,蘇保羅,,應聲彈出，一放到底,好地,沙田,全天候賽道
141,7,AFFLUENCE OF RAIN(L363),C Schofield,D E Ferraris,02,B,5L,6 6 7,1.02.61,Difficult to load; tardy start; flattened in the straight.,2015-10-09,1200,GOOD,13,SHA TIN,TURF,,爪皇盛水 (L363),史卓豐,霍利時,,"入閘麻煩, 起步麻麻, 直路勁平",好地,沙田,草地
142,10,AGIAAL(N177),C Schofield,A Schutz,12,CP,7L,11 11 10,1.12.55,Always at rear; unimpressive.,2015-09-11,200,GOOD,2,SHA TIN,ALL WEATHER TRACK,,強中堅 (N177),史卓豐,孫達志,,落後跟跑，未有好感,好地,沙田,全天候賽道
143,7,AGIAAL(N177),H T Mo,A Lee,06,B,5-1/4L,8 9 7,1.14.43,Settled at rear; not fully tested.,2017-01-21,300,GOOD,6,HAPPY VALLEY,TURF,,強中堅 (N177),巫顯東,李易達,,落後跟跑，未受考驗,好地,跑馬地,草地
144,4,AGIAAL(N177),H T Mo,A Lee,09,B,5-1/4L,7 7 7 4,1.37.49,Ran on for 4th when asked.,2016-11-08,1000,GOOD,9,SHA TIN,TURF,,強中堅 (N177),巫顯東,李易達,,"輕騎第四, 仲有兩腳",好地,沙田,草地
145,11,AGIAAL(N177),K C Leung,A Lee,06,B,15-1/2L,6 11 11,1.02.20,Flattened halfway; finished last.,2016-10-04,1000,GOOD,5,SHA TIN,TURF,,強中堅 (N177),梁家俊,李易達,,半程洩氣，乏力包尾,好地,沙田,草地
146,9,AGIAAL(N177),K C Leung,A Lee,10,B,12-1/2L,8 7 9,1.12.99,Settled midfield; flattened in the Straight.,2016-09-23,200,GOOD,3,SHA TIN,ALL WEATHER TRACK,Passed,強中堅 (N177),梁家俊,李易達,及格,居中跟跑，直路勁平,好地,沙田,全天候賽道
147,8,AGIAAL(N177),K K Chiong,A Lee,08,B,8L,6 3 1 8,1.51.03,Niggled coming down the Rock; weakened in the Straight.,2016-10-15,300,GOOD,2,HAPPY VALLEY,TURF,,強中堅 (N177),蔣嘉琦,李易達,,落山騎出，直路散晒,好地,跑馬地,草地
148,5,AGILITY HERO(T414),H W Lai,L Ho,01,V,4-1/2L,6 6 5,0.46.71,Looking for cover early; ran on ordinary when asked.,2017-03-07,1000,GOOD,7,SHA TIN,TURF,,光明大地 (T414),黎海榮,何良,,起步找遮擋，末段騎落一般,好地,沙田,草地
149,6,AGILITY HERO(T414),H W Lai,L Ho,02,V,2-3/4L,3 3 6,0.47.22,Sweating throughout; found nothing when asked.,2017-02-21,1000,GOOD,3,SHA TIN,TURF,,光明大地 (T414),黎海榮,何良,,"周身大汗, 推騎欠勁",好地,沙田,草地
150,9,AGILITY HERO(T414),H W Lai,L Ho,05,V,9L,6 8 9,1.00.35,Niggled throughout; ran on ordinary.,2017-02-07,1000,GOOD,3,SHA TIN,TURF,Passed,光明大地 (T414),黎海榮,何良,及格,沿途俾住，走勢欠勁,好地,沙田,草地
151,9,AGILITY HERO(T414),K C Leung,L Ho,05,H,39-3/4L,7 9 9,1.17.26,Raced greenly; never in contention.,2016-12-30,1200,GOOD,2,SHA TIN,ALL WEATHER TRACK,Failed,光明大地 (T414),梁家俊,何良,不及格,走勢生硬，遠離水準,好地,沙田,全天候賽道
152,7,AGILITY HERO(T414),R Fourie,A Lee,06,,8-1/4L,8 8 7,1.13.72,Ridden shortly after jumping; ran on ordinary.,2015-11-13,1200,WET,1,SHA TIN,ALL WEATHER TRACK,Passed,光明大地 (T414),霍勵賢,李易達,及格,起步已騎，走勢欠勁,濕地,沙田,全天候賽道
153,8,AGILITY HERO(T414),R Fourie,A Lee,06,,9-1/4L,8 8 8,1.14.80,Raced greenly; finished last.,2015-11-27,1200,GOOD,3,HAPPY VALLEY,TURF,,光明大地 (T414),霍勵賢,李易達,,走勢生硬，包尾而回,好地,跑馬地,草地
154,10,AGILITY HERO(T414),R Fourie,A Lee,09,,14-3/4L,7 10 10,1.04.04,Weakened halfway; dropped back to rear.,2015-11-03,300,GOOD,4,SHA TIN,ALL WEATHER TRACK,Failed,光明大地 (T414),霍勵賢,李易達,不及格,"半程乏力, 墮後跟跑",好地,沙田,全天候賽道
155,11,AGILITY HERO(T414),R Fourie,A Lee,11,,7-1/2L,3 3 11,1.11.41,Up with the pace early; flattened in the straight.,2015-11-20,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,光明大地 (T414),霍勵賢,李易達,,早段唔慢，直路墮退,好地,沙田,全天候賽道
156,9,AGREE(A116),,J Moore,09,,,Withdrawn,,,2016-12-13,300,GOOD,2,SHA TIN,TURF,,猛闖 (A116),,約翰摩亞,,,好地,沙田,草地
157,8,AGREE(A116),N Callan,J Moore,03,H,7L,9 9 8,0.59.84,Slow to begin; niggled early; ran on ordinary.,2016-11-22,1000,GOOD,2,SHA TIN,TURF,Passed,猛闖 (A116),郭能,約翰摩亞,及格,起步稍慢，一早已騎，走勢乏力,好地,沙田,草地
158,9,AGREE(A116),Z Purton,J Moore,03,H,12-1/2L,4 6 9,1.11.85,Racing backwards; never in contention.,2016-12-02,200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,猛闖 (A116),潘頓,約翰摩亞,,"愈跑愈後, 毫無表現",好地,沙田,全天候賽道
159,5,AH BO(P295),C Schofield,A T Millard,02,BO,4L,6 7 5,1.13.61,Under restraint and settled midfield; ran on fairly well.,2017-01-21,1200,GOOD,5,HAPPY VALLEY,TURF,Passed,雅寳 (P295),史卓豐,苗禮德,及格,扣實居中，表現不差,好地,跑馬地,草地
160,6,AH BO(P295),H W Lai,A T Millard,08,BO,6-1/4L,8 7 6,1.02.95,Last to jump; cut across behind runners; ran on ordinary.,2016-02-12,200,GOOD,4,SHA TIN,ALL WEATHER TRACK,,雅寳 (P295),黎海榮,苗禮德,,起步最慢，隨即切入，走勢平常,好地,沙田,全天候賽道
161,4,AH BO(P295),K Teetan,A T Millard,10,BO,1-3/4L,9 7 4,1.11.55,Taken back early; came home strong when clear.,2015-11-10,1200,GOOD,10,SHA TIN,TURF,,雅寳 (P295),田泰安,苗禮德,,"留前試後, 望空湧上",好地,沙田,草地
162,5,AH BO(P295),N Rawiller,A T Millard,05,V,6-1/4L,7 6 5,1.12.20,Under restraint early; ran on ordinary in the straight.,2016-03-18,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,雅寳 (P295),羅理雅,苗禮德,,"起步拖住, 直路衝刺一般",好地,沙田,全天候賽道
163,8,AIMING HIGH(V206),M L Yeung,T P Yung,04,H,3-1/2L,1 3 8,0.59.03,Flattened late; not hitting the line strong.,2016-03-01,1000,GOOD,2,SHA TIN,TURF,,品質高 (V206),楊明綸,容天鵬,,末段稍弱，欠貫注力,好地,沙田,草地
164,5,AIMING HIGH(V206),M L Yeung,T P Yung,06,H,3-1/4L,4 4 5,1.02.45,Struggled for 5th when being hard ridden at 300m.,2017-05-02,1050,GOOD,3,SHA TIN,ALL WEATHER TRACK,,品質高 (V206),楊明綸,容天鵬,,三百力騎，僅保持位置,好地,沙田,全天候賽道
165,10,AIMING HIGH(V206),M L Yeung,T P Yung,09,H,7-3/4L,6 8 10,1.03.51,Wide throughout; unimpressive.,2017-04-18,1200,GOOD,4,SHA TIN,ALL WEATHER TRACK,Passed,品質高 (V206),楊明綸,容天鵬,及格,"全程蝕位, 未見佳處",好地,沙田,全天候賽道
166,2,AIMING HIGH(V206),Y T Cheng,T P Yung,02,,1-1/2L,2 4 2,0.47.02,Always in touch; kept on well for 2nd.,2016-02-16,1000,GOOD,4,SHA TIN,TURF,Passed,品質高 (V206),鄭雨滇,容天鵬,及格,有前有後，走勢純熟,好地,沙田,草地
167,8,ALBICELESTE(P273),,D J Hall,08,,,Withdrawn,,,2015-11-17,800,GOOD,6,SHA TIN,TURF,,經濟達人 (P273),,賀賢,,,好地,沙田,草地
168,4,ALBICELESTE(P273),N Callan,D J Hall,02,,6L,2 3 4,1.03.01,Raced under his own steam; ran on ok.,2015-10-09,200,GOOD,12,SHA TIN,TURF,,經濟達人 (P273),郭能,賀賢,,"按住順走, 不過不失",好地,沙田,草地
169,8,ALBICELESTE(P273),T H So,D J Hall,07,XB,5-3/4L,11 8 8,1.11.13,Eased back early; ran on ok.,2015-11-20,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,經濟達人 (P273),蘇狄雄,賀賢,,拖住居後，表現唔曳,好地,沙田,全天候賽道
170,4,ALCAZAR(A131),K Teetan,K L Man,04,,2-1/4L,4 4 4,1.13.57,Under restraint early; ran on when asked.,2017-04-01,200,GOOD,2,HAPPY VALLEY,TURF,,西域猴王 (A131),田泰安,文家良,,早段捉實，騎落肯走,好地,跑馬地,草地
171,2,ALCAZAR(A131),K Teetan,K L Man,06,,1-3/4L,3 4 2,0.59.11,Settled behind runners early; dashed on well when clear at 300m.,2017-03-21,1000,GOOD,2,SHA TIN,TURF,,西域猴王 (A131),田泰安,文家良,,早段跟馬尾，三百望空撲上,好地,沙田,草地
172,7,ALCAZAR(A131),K Teetan,K L Man,08,,5-1/4L,6 6 7,1.13.97,Limited response when under whip at 300m.,2017-01-21,1200,GOOD,4,HAPPY VALLEY,TURF,,西域猴王 (A131),田泰安,文家良,,三百開鞭，騎落唔多,好地,跑馬地,草地
173,6,ALCAZAR(A131),S Clipperton,K L Man,03,,5-1/2L,6 6 6,0.47.25,Held ground throughout; ran on fairly well.,2016-12-20,400,GOOD,3,SHA TIN,TURF,Passed,西域猴王 (A131),祈普敦,文家良,及格,"不上不落, 但表現卻不差",好地,沙田,草地
174,10,ALCAZAR(A131),S Clipperton,K L Man,08,,9L,4 6 10,1.00.17,Racing backwards; never in contention.,2017-01-03,1000,GOOD,2,SHA TIN,TURF,,西域猴王 (A131),祈普敦,文家良,,"愈走愈後, 未及水準",好地,沙田,草地
175,1,ALL BEST FRIENDS(A217),H W Lai,K L Man,02,,,1 1 1,0.47.69,Led under good pace; ran on nicely to score.,2017-02-21,400,GOOD,4,SHA TIN,TURF,Passed,好友無敵 (A217),黎海榮,文家良,及格,"速高帶到, 腳法純熟",好地,沙田,草地
176,2,ALL BEST FRIENDS(A217),H W Lai,K L Man,02,,1/2L,5 2 2,0.59.19,Made ground under a hold; ran on nicely.,2017-03-04,200,GOOD,6,HAPPY VALLEY,TURF,,好友無敵 (A217),黎海榮,文家良,,按住追上，早熟份子,好地,跑馬地,草地
177,4,ALL GREAT FRIENDS(S279),G Mosse,K L Man,04,,3/4L,5 5 4,1.02.06,Dashed slightly faster under urge late,2015-08-25,1200,FAST,7,SHA TIN,TURF,,摯友無敵 (S279),巫斯義,文家良,,"拉士稍騎, 有點追勢",快地,沙田,草地
178,1,ALL GREAT FRIENDS(S279),G Mosse,K L Man,05,,,1 1 1,1.10.04,Led all the way; drew away to score.,2015-09-25,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,摯友無敵 (S279),巫斯義,文家良,,早騎領放，愈贏愈遠,好地,沙田,全天候賽道
179,1,ALL GREAT FRIENDS(S279),H W Lai,K L Man,06,,,4 4 1,1.01.91,Won narrowly when asked late.,2016-09-09,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,摯友無敵 (S279),黎海榮,文家良,,"輕騎兩步, 後上險勝",好地,沙田,全天候賽道
180,6,ALL GREAT FRIENDS(S279),K K Chiong,K L Man,05,,4-1/4L,5 5 6,1.01.29,Settled midfield under restraint; ran on ordinary.,2017-02-21,800,GOOD,7,SHA TIN,TURF,,摯友無敵 (S279),蔣嘉琦,文家良,,"抽實居中, 但走勢卻一般",好地,沙田,草地
181,1,ALL GREAT FRIENDS(S279),K K Chiong,K L Man,06,,,1 1 1,0.58.66,Led all the way to score.,2017-03-04,1200,GOOD,5,HAPPY VALLEY,TURF,,摯友無敵 (S279),蔣嘉琦,文家良,,望空搶放，直領到底,好地,跑馬地,草地
182,7,ALL IS WELL(T240),Z Purton,K L Man,05,,3L,2 2 7,1.12.86,In touch early; gave limited response when asked in straight.,2015-08-26,1200,FAST,2,SHA TIN,ALL WEATHER TRACK,,千杯晴 (T240),潘頓,文家良,,"跟前, 直路騎落唔多",快地,沙田,全天候賽道
